iter	MultiClass
468	0.1562516724
469	0.1560984555
470	0.155962451
471	0.1557749482
472	0.1554792212
473	0.1553003633
474	0.1551514675
475	0.1549782544
476	0.1546388175
477	0.154439744
478	0.1543237439
479	0.1541569678
480	0.1539537123
481	0.1537437895
482	0.1535476781
483	0.1534383282
484	0.1533011544
485	0.1530647019
486	0.1528734417
487	0.1527521811
488	0.1525467856
489	0.1523648708
490	0.1522257512
491	0.1520230526
492	0.151887757
493	0.151771429
494	0.1515423675
495	0.1513368789
496	0.1511435165
497	0.1509524158
498	0.1507802555
499	0.1506421765
500	0.1505092129
501	0.1503240881
502	0.1501093476
503	0.1499159649
504	0.1492806019
505	0.1491535769
506	0.1489008098
507	0.1487448807
508	0.1485734541
509	0.1484293374
510	0.1483061452
511	0.1481317492
512	0.1479102656
513	0.1475435897
514	0.147295191
515	0.147128463
516	0.146915493
517	0.1467041573
518	0.1465257168
519	0.1463592632
520	0.1461674575
521	0.1460388004
522	0.1457922856
523	0.1455819928
524	0.1453957555
525	0.1451998118
526	0.1447216059
527	0.1445614363
528	0.1443976185
529	0.1442822782
530	0.1440095776
531	0.1439199855
532	0.1437779534
533	0.1436125088
534	0.1434418771
535	0.1432184993
536	0.1430204942
537	0.142797631
538	0.1426661952
539	0.1423293952
540	0.1421617494
541	0.141897229
542	0.1417638459
543	0.1415626223
544	0.141343882
545	0.1410681904
546	0.1407781226
547	0.1406223832
548	0.1404982821
549	0.1403383985
550	0.140043997
551	0.1398182644
552	0.1396925583
553	0.1395645897
554	0.1392951484
555	0.1391214737
556	0.1389205697
557	0.1387241252
558	0.1386083787
559	0.1382970932
560	0.1380695389
561	0.1379364201
562	0.137805237
563	0.1376892052
564	0.1375467625
565	0.1374421977
566	0.1373093611
567	0.1370578698
568	0.1369272597
569	0.1367565745
570	0.1365979558
571	0.1363561974
572	0.1362302254
573	0.1359894453
574	0.1358701482
575	0.1357084264
576	0.135428192
577	0.1352333137
578	0.1350807865
579	0.1349159348
580	0.1347998074
581	0.1345769189
582	0.1343937453
583	0.1342626177
584	0.1341415154
585	0.1339692645
586	0.1337865005
587	0.1336889412
588	0.1335875928
589	0.1333880042
590	0.1332797903
591	0.133019008
592	0.1327566375
593	0.1324994179
594	0.132382559
595	0.1321418476
596	0.1319997296
597	0.1318364138
598	0.1317396393
599	0.131595155
600	0.1314449428
601	0.1313470201
602	0.1311865872
603	0.1310593046
604	0.130934208
605	0.1307342039
606	0.130571856
607	0.1302925949
608	0.1301773085
609	0.1300383754
610	0.1299116832
611	0.1298137773
612	0.1296886511
613	0.1294697759
614	0.1293566266
615	0.1292463081
616	0.1290894604
617	0.1288032097
618	0.128685394
619	0.1284682715
620	0.1283152343
621	0.1281305868
622	0.1280581075
623	0.1279337514
624	0.1278065638
625	0.127707225
626	0.1275931346
627	0.1274474729
628	0.1273025455
629	0.1271870985
630	0.1270453586
631	0.1268669718
632	0.126650308
633	0.1265345728
634	0.1263653925
635	0.1262441552
636	0.1261159128
637	0.1260007507
638	0.1258527473
639	0.1257700657
640	0.1255574689
641	0.1253547451
642	0.1251954388
643	0.1250887916
644	0.1250098781
645	0.1248419826
646	0.1246603287
647	0.1244342896
648	0.1243346351
649	0.1242271952
650	0.1240172705
651	0.1238635628
652	0.1237753165
653	0.1236412154
654	0.1235658558
655	0.1234690154
656	0.1232708157
657	0.1231645411
658	0.1230825588
659	0.1229905106
660	0.1227938238
661	0.1226336248
662	0.1224987017
663	0.1223750425
664	0.1221447279
665	0.1220654865
666	0.1219209862
667	0.1218327261
668	0.1217392897
669	0.1216335033
670	0.1215682631
671	0.121480809
672	0.121380615
673	0.1212558815
674	0.1211494226
675	0.1210380276
676	0.1209318928
677	0.1207857559
678	0.120647319
679	0.1205196218
680	0.1204514036
681	0.1202049417
682	0.1200658365
683	0.1199461343
684	0.1198072663
685	0.1196944143
686	0.1195956032
687	0.1194592298
688	0.1192993876
689	0.1192295008
690	0.1191104284
691	0.1189595736
692	0.1188882875
693	0.118810786
694	0.1186175027
695	0.1185363689
696	0.1184706045
697	0.1183317266
698	0.1182233364
699	0.1181007491
700	0.117945191
701	0.1178643083
702	0.1177704468
703	0.1176642943
704	0.1175499385
705	0.1173932409
706	0.1172992543
707	0.1171752187
708	0.1170606192
709	0.1169810766
710	0.1168582633
711	0.116737684
712	0.1166958378
713	0.1166079374
714	0.1165335379
715	0.1164517608
716	0.1163191123
717	0.1162396603
718	0.1161353139
719	0.1160018059
720	0.1159021509
721	0.1157796322
722	0.1157218166
723	0.115629704
724	0.1155175918
725	0.115422001
726	0.1153586538
727	0.1152120894
728	0.1151481371
729	0.1150101207
730	0.1149100515
731	0.1147316215
732	0.1146462572
733	0.1145573997
734	0.1144268102
735	0.1143151795
736	0.1142425539
737	0.1141566078
738	0.1141003601
739	0.1140005862
740	0.1139433181
741	0.1138555191
742	0.113674332
743	0.1135987667
744	0.1135159668
745	0.1134464319
746	0.1133222261
747	0.113145234
748	0.1130400033
749	0.1128899767
750	0.1128127296
751	0.1127231826
752	0.112610443
753	0.112562997
754	0.1125037084
755	0.1123913506
756	0.1123087384
757	0.1122064489
758	0.1120736567
759	0.1119036902
760	0.1118237657
761	0.1117238906
762	0.1116440363
763	0.1115563791
764	0.1114511417
765	0.1113886422
766	0.111245674
767	0.11116046
768	0.1110827811
769	0.1110165241
770	0.1109466021
771	0.1108462539
772	0.110760922
773	0.1106958595
774	0.1106419465
775	0.1105631445
776	0.110491663
777	0.1104181757
778	0.1102808568
779	0.1102015753
780	0.1101287421
781	0.1100532252
782	0.1100023065
783	0.1099202793
784	0.1098596583
785	0.1097919707
786	0.1097268572
787	0.1096594091
788	0.1095923155
789	0.1094599617
790	0.109367747
791	0.1092576307
792	0.1091931964
793	0.1090878612
794	0.108982312
795	0.1089276976
796	0.1088561309
797	0.108753317
798	0.1086304507
799	0.1085365969
800	0.1084746823
801	0.1083938582
802	0.1083378901
803	0.1082620422
804	0.1081963753
805	0.108084854
806	0.1080325846
807	0.1079563901
808	0.1078578715
809	0.1077701503
810	0.1076639004
811	0.107553904
812	0.1074932752
813	0.1074077438
814	0.1073178087
815	0.1072369852
816	0.1071221773
817	0.1070154394
818	0.1068205953
819	0.1067403525
820	0.1066176983
821	0.1065419878
822	0.1064618456
823	0.106394396
824	0.1062812347
825	0.1062383705
826	0.1061580925
827	0.1060977747
828	0.1060033136
829	0.1059289825
830	0.1058408927
831	0.105746184
832	0.1056806314
833	0.1056287257
834	0.1055279408
835	0.1053424013
836	0.1052306948
837	0.1051334387
838	0.1050965097
839	0.1050114115
840	0.1049168334
841	0.1048479788
842	0.1047475953
843	0.104662441
844	0.1045887263
845	0.1044328026
846	0.1043771268
847	0.1043038465
848	0.1042515284
849	0.1041853963
850	0.1040876637
851	0.1040092553
852	0.1039530369
853	0.1038943941
854	0.1037304671
855	0.1036780133
856	0.1034788656
857	0.1034087908
858	0.1033184745
859	0.1032425072
860	0.1031944376
861	0.1031549727
862	0.1030642823
863	0.1029402587
864	0.1028766182
865	0.1028202635
866	0.1027471418
867	0.1027073509
868	0.1025983451
869	0.1025371755
870	0.10249164
871	0.1023994018
872	0.102300474
873	0.1022615341
874	0.1022262132
875	0.102148247
876	0.102086769
877	0.1020370279
878	0.1019720855
879	0.1018753087
880	0.1018196198
881	0.101752171
882	0.1016617321
883	0.1015258248
884	0.1014792619
885	0.1014107379
886	0.1013504902
887	0.1012746082
888	0.1012062624
889	0.1010931706
890	0.1009970084
891	0.100947855
892	0.1009038261
893	0.1007971869
894	0.1007598961
895	0.1006762327
896	0.1006039768
897	0.1005376363
898	0.10045606
899	0.1003806228
900	0.1002446383
901	0.1001812482
902	0.1000919465
903	0.1000411375
904	0.09995107896
905	0.09989933761
906	0.09976648751
907	0.09964139466
908	0.09960388241
909	0.09954057596
910	0.09949117096
911	0.09939836844
912	0.09931882314
913	0.09923450426
914	0.09915632982
915	0.09910411514
916	0.09901722634
917	0.0988776529
918	0.09880053748
919	0.09876440383
920	0.09870791535
921	0.09865210301
922	0.09858031906
923	0.09853978855
924	0.09843664343
925	0.0983553189
926	0.09830556185
927	0.09825231975
928	0.09818856838
929	0.09815228545
930	0.09811446798
931	0.09802138503
932	0.09797785615
933	0.09793792768
934	0.09789285058
935	0.09780721784
936	0.09777157308
937	0.09772444311
938	0.09766176377
939	0.0976208619
940	0.09756792671
941	0.09754324501
942	0.09748393749
943	0.09743747338
944	0.09739943972
945	0.09732216878
946	0.0972848665
947	0.0972061282
948	0.09712811945
949	0.09707121774
950	0.09703045964
951	0.09696549379
952	0.0969004306
953	0.09686097251
954	0.09680864026
955	0.09677498019
956	0.09671553298
957	0.09665124293
958	0.09660805858
959	0.0965685468
960	0.09651351595
961	0.09647037562
962	0.09643043624
963	0.09637466297
964	0.09631679345
965	0.09620848681
966	0.096095402
967	0.0960334917
968	0.09598872992
969	0.09595676625
970	0.09590834042
971	0.09585476354
972	0.09581041526
973	0.09577253398
974	0.09572178192
975	0.09565854125
976	0.09562696572
977	0.09559720304
978	0.09552109503
979	0.09546537922
980	0.09536557967
981	0.09530762627
982	0.09527964334
983	0.09519001499
984	0.09504071615
985	0.09498782681
986	0.09490040152
987	0.09485306586
988	0.09477947826
989	0.09474920682
990	0.0946669616
991	0.09461891621
992	0.09458902151
993	0.09451548096
994	0.09445750104
995	0.09440127054
996	0.09436566407
997	0.09430576164
998	0.09426526313
999	0.09424168234
